menu_cattle_herd_kill|Wie viele Tiere wollt Ihr schlachten?
mno_cattle_kill_1|Eins.
mno_cattle_kill_2|Zwei.
mno_cattle_kill_3|Drei.
mno_cattle_kill_4|Vier.
mno_cattle_kill_5|Fünf.
mno_go_back_dot|Zurück.
menu_arena_duel_fight|Ihr und Euer Gegner bereitet euch auf das Duell vor.
mno_continue|Weiter ...
mno_continue|Weiter ...
menu_simple_encounter|{s2} Ihr habt {reg10} Krieger, die gegen ihre {reg11} kämpfen können.
mno_encounter_attack|Greift den Feind an.
mno_encounter_order_attack|Befehlt Euren Kriegern, ohne Euch anzugreifen.
mno_encounter_leave|Weiterziehen.
mno_encounter_retreat|Zieht Euch zurück und lasst ein paar Krieger zurück, die Euren Rückzug decken.
mno_encounter_surrender|Ergebt Euch.
menu_encounter_retreat_confirm|Als das Truppenmitglied mit der höchsten taktischen Fähigkeit, ({reg2}), {reg3?entwerft Ihr: entwirft {s3}} einen Plan, der Euch und Euren Männern erlaubt, mit dem Leben davon zu kommen, aber Ihr müsst {reg4} Krieger zurücklassen, um den Feind an der Verfolgung zu hindern.
mno_leave_behind|Weiter. Das Opfer dieser Männer wird den anderen die FLucht ermöglichen.
mno_dont_leave_behind|Nein. Wir lassen niemanden zurück.
menu_encounter_retreat|Ihr befehlt {reg4} Eurer Krieger, den Feind aufzuhalten, während Ihr mit dem Rest Eurer Truppen flieht.
mno_continue|Weiter ...
menu_order_attack_begin|Eure Krieger bereiten sich auf den Angriff vor.
mno_order_attack_begin|Gebt den Angriffsbefehl.
mno_call_back|Ruft sie zurück.
menu_order_attack_2|{s4}^^Eure Verluste: {s8}^^Feindliche Verluste: {s9}
mno_order_attack_continue|Befehlt Euren Krieger, weiter anzugreifen.
mno_order_retreat|Ruft Eure Krieger zurück.
mno_continue|Weiter ...
menu_battle_debrief|{s11}^^Eure Verluste:{s8}{s10}^^Feindliche Verluste:{s9}
mno_continue|Weiter ...
menu_total_victory|Ihr solltet dies eigentlich nicht lesen ... {s9}
mno_continue|Weiter ...
menu_enemy_slipped_away|{s17}
mno_continue|Weiter ...
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|Ihr werdet Zeuge eines Gefechts zwischen {s2} und {s1}. Ihr entscheidet Euch dafür ...
mno_pre_join_help_attackers|einzugreifen und den {s2} zu helfen.
mno_pre_join_help_defenders|den {s1} zu Hilfe zu kommen.
mno_pre_join_leave|Euch nicht einzumischen.
menu_join_battle|Ihr helft den {s2} gegen die {s1}. Ihr habt {reg10} Krieger, die gegen die {reg11} des Feindes kämpfen können.
mno_join_attack|Greift den Feind an.
mno_join_order_attack|Befehlt Euren Soldaten, gemeinsam mit Euren Verbündeten anzugreifen, während Ihr zurückbleibt.
mno_join_leave|Weiterziehen.
menu_join_order_attack|{s4}^^Eure Verluste: {s8}^^Verluste Verbündete: {s9}^^Feindliche Verluste: {s10}
mno_continue|Weiter ...
menu_zendar|Ihr tretet durch die Tore der freien Stadt Zendar.
mno_zendar_enter|
mno_zendar_enter_door|Tür zum Stadtzentrum.
mno_zendar_tavern|
mno_zendar_tavern_door|Tür zur Schänke.
mno_zendar_merchant|
mno_zendar_merchant_door|Tür zum Händler.
mno_zendar_arena|
mno_zendar_arena_door|Tür zur Arena.
mno_town_1_leave|
menu_salt_mine|Ihr erreicht die Salzmine.
mno_enter|Eintreten
mno_leave|Verlassen
menu_four_ways_inn|Ihr erreicht die Herberge zu den Vier Pfaden.
mno_enter|Eintreten
mno_leave|Verlassen
menu_test_scene|You enter the test scene.
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_enter|Eintreten
mno_leave|Verlassen
mno_leave|Verlassen
menu_dhorak_keep|Ihr betretet den Bergfried Dhorak.
mno_enter|Eintreten
mno_leave|Verlassen
menu_join_siege_outside|{s1} wird belagert von {s2}.
mno_approach_besiegers|Nähert Euch dem Lager der Belagerer.
mno_pass_through_siege|Geht durch die Belagerungslinien und tretet in {s1} ein.
mno_leave|Verlassen
menu_cut_siege_without_fight|Die Belagerer gewähren Euch ungehinderten Zutritt zu den Toren.
mno_continue|Weiter ...
menu_besiegers_camp_with_allies|{s1} wird weiterhin belagert. Die Banner von {s2} wehen über dem Heerlager der Belagerer, wo man Euch und Eure Männer willkommen heißt
mno_talk_to_siege_commander|Bittet darum, den Befehlshaber zu treffen.
mno_join_siege_with_allies|Schließt Euch dem nächsten Angriff an.
mno_join_siege_stay_back|Befehlt Euren Soldaten, sich dem nächsten Angriff ohne Euch anzuschließen.
mno_leave|Verlassen
menu_castle_outside|Ihr seid außerhalb {s2}.{s11} {s3} {s4}
mno_approach_gates|Nähert Euch dem Tor und ruft die Wachen an.
mno_town_sneak|Tarnt Euch und versucht, ungesehen in die Stadt zu kommen.
mno_castle_start_siege|Belagert die {reg6?Stadt:Burg}.
mno_castle_leave|Weiterziehen.
menu_castle_guard|Ihr nähert Euch dem Tor. Die Männer auf den Mauern beobachten Euch aufmerksam.
mno_request_shelter|Bittet um Einlass in die Burg.
mno_request_meeting_commander|Erbittet ein Treffen mit jemandem.
mno_guard_leave|Weiterziehen.
menu_castle_entry_granted|Nach kurzer Wartezeit öffnet die Wache das Tor und gewähren Euch und Eurer Truppe Einlass.
mno_continue|Weiter ...
menu_castle_entry_denied|Der Herr dieser Burg hat Euch den Zutritt verwehrt und der Wachsergeant teilt Euch mit, dass seine Männer schießen werden, wenn Ihr näher kommt.
mno_continue|Weiter ...
menu_castle_meeting|Mit wem wollt Ihr Euch treffen?
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_guard_meet_s5|{s5}.
mno_forget_it|Vergesst es.
menu_castle_meeting_selected|Eure Bitte um ein Treffen wird im Inneren weitergegeben und schließlich erscheint {s6} im Burghof, um mit Euch zu sprechen.
mno_continue|Weiter ...
menu_castle_besiege|Ihr belagert {s1}. {s2} {s3}
mno_siege_request_meeting|Verlangt ein Treffen mit dem Befehlshaber der Burg.
mno_wait_24_hours|Wartet bis morgen.
mno_castle_lead_attack|Führt Eure Soldaten zum Angriff.
mno_attack_stay_back|Befehlt Euren Soldaten, anzugreifen, während Ihr Euch zurückhaltet ...
mno_build_ladders|Bereitet Leitern vor, um die Mauern zu nehmen.
mno_build_siege_tower|Errichtet einen Belagerungsturm.
mno_lift_siege|Belagerung abbrechen.
menu_siege_attack_meets_sally|Die Verteidiger starten einen Ausfall, um sich Eurem Angriff zu stellen.
mno_continue|Weiter ...
menu_castle_besiege_inner_battle|{s1}
mno_continue|Weiter ...
menu_construct_ladders|Als das Truppenmitglied mit der höchsten Baumeisterfähigkeit ({reg2}), {reg3?schätzt Ihr:schätzt {s3}}, dass es {reg4} Stunden dauern wird, ausreichend Sturmleitern zu bauen.
mno_build_ladders_cont|So sei es.
mno_go_back|Zurück.
menu_construct_siege_tower|Als das Truppenmitglied mit der höchsten Baumeisterfähigkeit ({reg2}), {reg3?schätzt Ihr:schätzt {s3}}, dass der Bau eines Belagerungsturms {reg4} Stunden dauern wird.
mno_build_siege_tower_cont|Beginnt mit dem Bau.
mno_go_back|Zurück.
menu_castle_attack_walls_simulate|{s4}^^Eure Verluste:{s8}^^Feindliche Verluste waren: {s9}
mno_continue|Weiter ...
menu_castle_attack_walls_with_allies_simulate|{s4}^^Eure Verluste: {s8}^^Verluste Verbündete: {s9}^^Feindliche Verluste: {s10}
mno_continue|Weiter ...
menu_castle_taken_by_friends|Hier gibt es nichts zu sehen.
menu_castle_taken|${s3} ist Euren Truppen in die Hände gefallen und Ihr kontrolliert nun die {reg2?Stadt:Burg}.{reg1? Ihr könnt hier Truppen stationieren, um sie gegen Rückeroberungsversuche zu verteidigen. Außerdem solltet Ihr Euch jetzt entscheiden, ob Ihr die {reg2?Stadt:Burg} selbst halten oder einem vertrauenswürdigen Vasall geben wollt.
mno_continue|Weiter ...
menu_castle_taken_2|{s3} ist Euren Kriegern in die Hände gefallen und nun habt Ihr die Kontrolle über die Burg. Es ist Zeit, Kunde über Euren Sieg nach {s9} auszusenden. {s5}
mno_castle_taken_claim|Fordert, dass {s3} Euch übergeben wird.
mno_castle_taken_claim_2|Verlangt, dass {s3} Eurem Ehepartner zugewiesen wird.
mno_castle_taken_no_claim|Verlangt keine Belohnung.
menu_requested_castle_granted_to_player|Ihr erhaltet eine Nachricht von Eurem Fürsten, {s3}.^^ {reg4?Sie:Er} hat beschlossen, Euch {s2}{reg3? und das anliegende Dorf {s4}:} zu übertragen, einschließlich allen anfallenden Einkommen und Titeln, um es in {reg4?seinem:ihrem} Namen so lange zu verwalten, wie Ihr Euren Treueschwur haltet ...
mno_continue|Weiter ...
menu_requested_castle_granted_to_player_husband|Ihr erhaltet eine Nachricht von Eurem Fürsten, {s3}.^^ {reg4?Sie:Er} hat beschlossen, Eurem Gatten, {s7}, {s2}{reg3? und das anliegende Dorf {s4}:} zu übertragen.
mno_continue|Weiter ...
menu_requested_castle_granted_to_another|Ihr erhaltet eine Nachricht von Eurem Monarchen, {s3}.^^ 'Ich war höchst erfreut, von Eurer Tapferkeit bei der Einnahme von {s2} zu hören. Euer Sieg hat Licht in all unsere Herzen gebracht. Ihr batet mich auch, Euch die Burg zu übereignen, doch das ist ein Gefallen, den ich Euch leider nicht gewähren kann, da Ihr schon beträchtliche Ländereien in meinem Reich innehabt. Stattdessen übersende ich Euch {reg6} Dinare, um die Kosten Eures Feldzuges zu tragen, doch {s2} gebe ich {s5}.' 
mno_accept_decision|Nehmt die Entscheidung an.
mno_leave_faction|Ihr wurdet hintergangen! Brecht Euren Treueschwur! 
menu_requested_castle_granted_to_another_female|Ihr erhaltet eine Nachricht von Eurem Monarchen, {s3}.^^ 'Ich war höchst erfreut, von Eurer Tapferkeit bei der Einnahme von {s2} zu hören. Euer Sieg läßt unsere Herzen höher schlagen. Ferner batet Ihr mich, den Besitz der Burg Eurem Ehegatten zu übertragen, doch das ist ein Gefallen, den ich Euch bedauerlicherweise nicht gestatten kann, da er schon bedeutende Besitztümer in meinem Reich innehält. Stattdessen habe ich Euch {reg6} Dinare zur Abdeckung der Kosten Eures Feldzuges geschickt. {s2} gebe ich jedoch an {s5}.' 
mno_accept_decision|Nehmt die Entscheidung an.
menu_leave_faction|Die Zurücknahme Eures Schwurs ist eine sehr schwerwiegende Handlung. Euer Fürst könnte Euch in Acht und Bann schlagen und Eure Ländereien und Besitztümer beschlagnahmen. Solltet Ihr sie aber aus freiem Willen zurückgeben, könnte er den Verrat gar kampflos hinnehmen.
mno_leave_faction_give_back|Schwört ab und gebt Eure Besitztümer auf.
mno_leave_faction_hold|Brecht Euren Treueschwur und regiert Eure Ländereien, einschließlich {s2}, in Eurem eigenen Namen.
mno_leave_faction_cancel|Haltet die Treue und nehmt die Entscheidung an.
menu_give_center_to_player|Euer Fürst bietet Euch weitere Lehen an! {s1} lässt vermelden, dass er Euch als Dank für Eure treuen Dienste {s2} gewährt, was Euren Besitz bereichert. Wie lautet Eure Antwort?
mno_give_center_to_player_accept|Nehmt das Angebot an.
mno_give_center_to_player_reject|Weist es zurück. Ihr habt kein Interesse an {s2}.
menu_give_center_to_player_2|Nach einer kurzen Zeremonie seid Ihr nun offiziell zum neuen Fürsten von {s2}{reg3? und dem anliegenden {s4}:} bestallt worden. Diese Ländereien werden einen schönen Teil Eures Lehens abgeben. Nun könnt Ihr die Pacht und Einkünfte von Euren persönlichen Besitztümern dort einstreichen, Soldaten aus der Bevölkerung rekrutieren und das Land nach eigenem Gutdünken verwalten. Allerdings erwartet man auch von Euch, Euren Lehnsherrn und Eure Untertanen vor Unbillen zu bewahren, sowie Recht und Ordnung aufrecht zu erhalten.
mno_continue|Weiter ...
menu_oath_fulfilled|Ihr hattet einen Kontrakt mit {s1}, ihm für eine bestimmte Zeit lang zu dienen. Euer Kontrakt ist nun abgelaufen. Was wollt Ihr tun?
mno_renew_oath|Verlängert Euren Kontrakt mit {s1} für einen weiteren Monat.
mno_dont_renew_oath|Befreit Euch von Euren Obliegenschaften.
menu_siege_started_defender|{s1} greift die Mauern von {s2} an. Ihr habt {reg10} Soldaten, die gegen die {reg11} des Feindes kämpfen können. Ihr entschließt Euch dazu ...
mno_siege_defender_join_battle|Euch in den Kampf zu werfen.
mno_siege_defender_troops_join_battle|Befehlt Euren Männern, sich ohne Euch ins Gefecht zu stürzen.
menu_siege_join_defense|{s4}^^Eure Verluste: {s8}^^Verluste Verbündete: {s9}^^Feindliche Verluste: {s10}
mno_continue|Weiter ...
menu_enter_your_own_castle|{s10}
mno_continue|Weiter ...
menu_village|{s10} {s12}^{s11}^{s6}{s7}
mno_village_manage|Verwaltet dieses Dorf.
mno_recruit_volunteers|Rekrutiert Freiwillige.
mno_village_center|Geht zum Dorfzentrum.
mno_village_center_door|Tür zum Dorfzentrum.
mno_village_buy_food|Kauft Vorräte von den Bauern.
mno_village_attack_bandits|Greift die Banditen an.
mno_village_wait|Einige Zeit hier warten.
mno_collect_taxes_qst|{reg5?Treibt weiter Steuern ein:Treibt Steuern ein}, die {s1} zustehen.
mno_train_peasants_against_bandits_qst|Bildet die Bauern aus.
mno_village_hostile_action|Feindliche Handlung vornehmen.
mno_village_leave|Verlassen ...
menu_village_hostile_action|Was möchtet Ihr tun?
mno_village_take_food|Zwingt die Bauern, Euch Vorräte zu geben.
mno_village_steal_cattle|Stehlt Vieh.
mno_village_loot|Plündert das Dorf und macht es dann dem Erdboden gleich.
mno_forget_it|Vergesst es.
menu_recruit_volunteers|{s18}
mno_continue_not_enough_gold|Ich habe nicht genug Geld ...
mno_continue|Weiter ...
mno_recruit_them|Rekrutiert sie ({reg6} Dinare).
mno_forget_it|Vergesst es.
menu_village_hunt_down_fugitive_defeated|Ein heftiger Schlag des Flüchtigen schickt Euch zu Boden, Euer Sichtfeld schwindet und es wird dunkel. Die Zeit verstreicht. Als Ihr Eure Augen wieder öffnet, entdeckt Ihr, dass Ihr blutig und zerschlagen seid, doch glücklicherweise scheint keine der Wunden ernsthafter Natur zu sein.
mno_continue|Weiter ...
menu_village_infest_bandits_result|{s9}
mno_continue|Weiter ...
menu_village_infestation_removed|In einer Heldenlieder inspirierenden Schlacht vertreibt Ihr und Eure Mannen die Banditen aus dem Dorf und bringt ihm wieder Frieden und Sicherheit. Die Dörfler haben nach dieser schweren Prüfung nur noch wenig in ihrem Besitz, aber sie bieten Euch alles an, was sie finden können.
mno_village_bandits_defeated_accept|Nehmt es; es steht Euch zu.
mno_village_bandits_defeated_cont|Weist das Angebot zurück; sie benötigen es dringender als Ihr.
menu_center_manage|{s19}^{reg6?^^Momentaner Bau: {s7}. Das Gebäude wird nach {reg8} Tag{reg9?en:}.:} fertig sein
mno_center_build_manor|Errichtet ein Herrenhaus.
mno_center_build_fish_pond|Errichtet eine Mühle.
mno_center_build_watch_tower|Errichtet einen Wachturm.
mno_center_build_school|Errichtet eine Schule.
mno_center_build_messenger_post|Errichtet eine Botenstation.
mno_center_build_prisoner_tower|Errichtet einen Kerkerturm.
mno_go_back_dot|Zurück.
menu_center_improve|{s19} Als das Truppenmitglied mit der höchsten Baumeisterfähigkeit ({reg2}), {reg3?seid Ihr der Ansicht: ist {s3} der Ansicht}, dass der {s4}-Bau Euch {reg5} Dinare kosten und {reg6} Tage dauern wird.
mno_improve_cont|Weiter.
mno_forget_it|Vergesst es.
mno_improve_not_enough_gold|Ich habe nicht genug Geld dafür.
menu_town_bandits_failed|{s4} {s5}
mno_continue|Weiter ...
menu_town_bandits_succeeded|Die Banditen fallen wie Weizen vor der Sense! Bald steht Ihr allein auf der Straße, während die meisten Eurer Angreifer bewusstlos, tot oder im Sterben vor Euch liegen. Beim Durchsuchen der Leichen findet Ihr einen Geldbeutel, der einem früheren Opfer dieser Schurken gehört haben muss. Oder stammt sie gar von jemandem, der Euch ein rasches Ende bereiten wollte?
mno_continue|Weiter ...
menu_village_steal_cattle_confirm|Als das Truppenmitglied mit der höchsten Plünderfähigkeit ({reg2}), {reg3?seid Ihr der Ansicht:ist {s1} der Ansicht}, dass Ihr bis zu {reg4} Stück Vieh aus dem Dorf stehlen könnt.
mno_village_steal_cattle_confirm|Weiter.
mno_forget_it|Vergesst es.
menu_village_steal_cattle|{s1}
mno_continue|Weiter ...
menu_village_take_food_confirm|Es wird sich als schwierig erweisen, die Bauern zur Herausgabe ihrer kostbaren Vorräte zu zwingen. Ihr glaubt, mindestens eine Stunde dafür zu benötigen.
mno_village_take_food_confirm|So sei es.
mno_forget_it|Vergesst es.
menu_village_take_food|Die Dörfler bringen Euch widerwillig, was sie für Euch haben.
mno_take_supplies|Nehmt die Vorräte.
mno_let_them_keep_it|Lasst sie ihnen.
menu_village_start_attack|Einige der wütenden Dörfler schnappen sich ihre Werkzeuge und sind entschlossen, Widerstand zu leisten. Es scheint, dass es zum Kampf kommen wird, wenn Ihr Euer Tun fortsetzt.
mno_village_raid_attack|Greift sie an.
mno_village_raid_leave|Lasst dieses Dorf in Ruhe.
menu_village_loot_no_resist|Die wenigen Dörfler hier sind verängstigt und sie geben rasch Fersengeld. Das Dorf ist in Eurer Gewalt.
mno_village_loot|Plündert das Dorf und macht es dann dem Erdboden gleich.
mno_village_raid_leave|Lasst dieses Dorf in Ruhe.
menu_village_loot_complete|Auf Euren Befehl hin plündern Eure Soldaten das Dorf, rauben alles, was nur irgendwie Wert besitzt und fackeln zu guter Letzt die Gebäude ab. Von den gefundenen Münzen und Wertsachen bekommt Ihr einen Anteil von {reg1} Dinaren.
mno_continue|Weiter ...
menu_village_loot_defeat|Die Dörfler kämpfen tapfer und entschlossen. Es gelingt ihnen, Eure Truppen zu vertreiben.
mno_continue|Weiter ...
menu_village_loot_continue|Wollt Ihr das Dorf weiter plündern?
mno_disembark_yes|Ja.
mno_disembark_no|Nein.
menu_close|Nichts.
menu_town|{s10} {s14}^{s11}{s12}{s13}
mno_castle_castle|Geht zur Halle des Fürsten{s1}.
mno_castle_castle_door|Tür zur Burg.
mno_join_tournament|Macht beim Turnier mit.
mno_town_castle|Geht zur Burg{s1}.
mno_town_castle_door|Tür zur Burg.
mno_town_center|Unternehmt einen Spaziergang durch die Straßen.
mno_town_center_door|Tür zum Stadtzentrum.
mno_town_tavern|Besucht die Schänke.
mno_town_tavern_door|Tür zur Schänke.
mno_town_merchant|Sprecht mit dem Händler.
mno_town_merchant_door|Tür zum Laden.
mno_town_arena|Betretet die Arena.
mno_town_arena_door|Tür zur Arena.
mno_town_dungeon|Nie: Betretet den Kerker.
mno_town_dungeon_door|Tür zum Verlies.
mno_castle_inspect|Unternehmt einen Spaziergang durch den Hof.
mno_castle_inspect_door|Zum Burghof.
mno_town_enterprise|Besucht Eure {s3}.
mno_town_enterprise_door|Türe Eures Betriebs.
mno_visit_lady|Versucht, eine Dame zu besuchen
mno_visit_lady_door|Tür zum Garten.
mno_trade_with_merchants|Geht zum Marktplatz.
mno_walled_center_manage|Verwaltet diese {reg0?Stadt:Burg}.
mno_walled_center_move_court|Verlagert Euren Hof hierher.
mno_castle_station_troops|Stationiert eine Garnison ...
mno_castle_wait|Wartet hier eine Weile{s1}.
mno_collect_taxes_qst|{reg5?Treibt weiter Steuern ein:Treibt Steuern ein}, die {s1} zustehen.
mno_town_leave|Verlassen ...
mno_town_leave_door|Verlasst den Bereich.
menu_cannot_enter_court|In der Halle des Fürsten ist ein Festmahl im Gange, aber Euer aktueller Status reicht nicht, um Einlass zu erhalten. Vielleicht könnte Euch ein gesteigertes Ansehen Einlaß gewähren -- oder Ihr könntet auch versuchen, Euch während des Gelages in einem Turnier einen Namen zu machen ...
mno_continue|Weiter ...
menu_lady_visit|Wen wünscht Ihr zu besuchen?
mno_visit_lady_1|{s12} besuchen
